Tag,filename,Month,Level
4,2017,Maerz,351.0
5,2017,Maerz,395.0
6,2017,Maerz,386.0
7,2017,Maerz,360.0
8,2017,Maerz,373.0
9,2017,Maerz,384.0
10,2017,Maerz,418.0
11,2017,Maerz,445.0
12,2017,Maerz,488.0
13,2017,Maerz,505.0
14,2017,Maerz,471.0
15,2017,Maerz,418.0
16,2017,Maerz,372.0
17,2017,Maerz,344.0
18,2017,Maerz,319.0
19,2017,Maerz,311.0
20,2017,Maerz,319.0
21,2017,Maerz,328.0
22,2017,Maerz,334.0
23,2017,Maerz,337.0
24,2017,Maerz,325.0
25,2017,Maerz,321.0
26,2017,Maerz,307.0
27,2017,Maerz,284.0
28,2017,Maerz,271.0
29,2017,Maerz,258.0
30,2017,Maerz,246.0
31,2017,Maerz,236.0
1,2019,Maerz,186.0
2,2019,Maerz,185.0
3,2019,Maerz,186.0
4,2019,Maerz,198.0
5,2019,Maerz,223.0
6,2019,Maerz,233.0
7,2019,Maerz,238.0
8,2019,Maerz,250.0
9,2019,Maerz,265.0
10,2019,Maerz,262.0
11,2019,Maerz,272.0
12,2019,Maerz,311.0
13,2019,Maerz,342.0
14,2019,Maerz,371.0
15,2019,Maerz,383.0
16,2019,Maerz,437.0
17,2019,Maerz,550.0
18,2019,Maerz,629.0
19,2019,Maerz,636.0
20,2019,Maerz,597.0
21,2019,Maerz,539.0
22,2019,Maerz,479.0
23,2019,Maerz,425.0
24,2019,Maerz,376.0
25,2019,Maerz,349.0
26,2019,Maerz,327.0
27,2019,Maerz,302.0
28,2019,Maerz,281.0
29,2019,Maerz,265.0
30,2019,Maerz,251.0
31,2019,Maerz,237.0
1,2020,Maerz,536.0
2,2020,Maerz,560.0
3,2020,Maerz,584.0
4,2020,Maerz,602.0
5,2020,Maerz,602.0
6,2020,Maerz,582.0
7,2020,Maerz,609.0
8,2020,Maerz,661.0
9,2020,Maerz,679.0
10,2020,Maerz,653.0
11,2020,Maerz,606.0
12,2020,Maerz,632.0
13,2020,Maerz,660.0
14,2020,Maerz,635.0
15,2020,Maerz,605.0
16,2020,Maerz,268.0
17,2020,Maerz,530.0
18,2020,Maerz,487.0
19,2020,Maerz,446.0
20,2020,Maerz,411.0
21,2020,Maerz,384.0
22,2020,Maerz,363.0
23,2020,Maerz,353.0
24,2020,Maerz,34.0
25,2020,Maerz,328.0
26,2020,Maerz,306.0
27,2020,Maerz,289.0
28,2020,Maerz,277.0
29,2020,Maerz,269.0
30,2020,Maerz,261.0
31,2020,Maerz,249.0
1,2021,Maerz,278.0
2,2021,Maerz,266.0
3,2021,Maerz,257.0
4,2021,Maerz,249.0
5,2021,Maerz,243.0
6,2021,Maerz,237.0
7,2021,Maerz,238.0
8,2021,Maerz,236.0
9,2021,Maerz,230.0
10,2021,Maerz,224.0
11,2021,Maerz,220.0
12,2021,Maerz,209.0
13,2021,Maerz,212.0
14,2021,Maerz,223.0
15,2021,Maerz,259.0
16,2021,Maerz,303.0
17,2021,Maerz,327.0
18,2021,Maerz,345.0
19,2021,Maerz,346.0
20,2021,Maerz,340.0
21,2021,Maerz,328.0
22,2021,Maerz,305.0
23,2021,Maerz,291.0
24,2021,Maerz,273.0
25,2021,Maerz,256.0
26,2021,Maerz,242.0
27,2021,Maerz,230.0
28,2021,Maerz,223.0
29,2021,Maerz,220.0
30,2021,Maerz,219.0
31,2021,Maerz,220.0
1,2018,Maerz,270.0
2,2018,Maerz,259.0
3,2018,Maerz,254.0
4,2018,Maerz,249.0
5,2018,Maerz,248.0
6,2018,Maerz,252.0
7,2018,Maerz,254.0
8,2018,Maerz,259.0
9,2018,Maerz,263.0
10,2018,Maerz,273.0
11,2018,Maerz,288.0
12,2018,Maerz,296.0
13,2018,Maerz,297.0
14,2018,Maerz,323.0
15,2018,Maerz,347.0
16,2018,Maerz,363.0
17,2018,Maerz,369.0
18,2018,Maerz,373.0
19,2018,Maerz,363.0
20,2018,Maerz,340.0
21,2018,Maerz,324.0
22,2018,Maerz,308.0
23,2018,Maerz,298.0
24,2018,Maerz,290.0
25,2018,Maerz,285.0
26,2018,Maerz,283.0
27,2018,Maerz,272.0
28,2018,Maerz,263.0
29,2018,Maerz,259.0
30,2018,Maerz,261.0
31,2018,Maerz,289.0
1,2022,Maerz,344.0
2,2022,Maerz,317.0
3,2022,Maerz,294.0
4,2022,Maerz,278.0
5,2022,Maerz,263.0
6,2022,Maerz,253.0
7,2022,Maerz,237.0
8,2022,Maerz,225.0
9,2022,Maerz,212.0
10,2022,Maerz,200.0
11,2022,Maerz,192.0
12,2022,Maerz,184.0
13,2022,Maerz,175.0
14,2022,Maerz,172.0
15,2022,Maerz,170.0
16,2022,Maerz,168.0
17,2022,Maerz,175.0
18,2022,Maerz,182.0
19,2022,Maerz,173.0
20,2022,Maerz,164.0
21,2022,Maerz,159.0
22,2022,Maerz,153.0
23,2022,Maerz,148.0
24,2022,Maerz,144.0
25,2022,Maerz,140.0
26,2022,Maerz,135.0
27,2022,Maerz,133.0
28,2022,Maerz,129.0
29,2022,Maerz,127.0
30,2022,Maerz,126.0
31,2022,Maerz,126.0
1,1996,April,255.0
2,1996,April,239.0
3,1996,April,222.0
4,1996,April,211.0
5,1996,April,203.0
6,1996,April,193.0
7,1996,April,193.0
8,1996,April,181.0
9,1996,April,174.0
10,1996,April,172.0
11,1996,April,171.0
12,1996,April,171.0
13,1996,April,173.0
14,1996,April,174.0
15,1996,April,180.0
16,1996,April,183.0
17,1996,April,186.0
18,1996,April,182.0
19,1996,April,172.0
20,1996,April,164.0
21,1996,April,157.0
22,1996,April,151.0
23,1996,April,151.0
24,1996,April,147.0
25,1996,April,149.0
26,1996,April,151.0
27,1996,April,156.0
28,1996,April,154.0
29,1996,April,151.0
30,1996,April,150.0
31,1996,April,
1,1997,April,254.0
2,1997,April,254.0
3,1997,April,244.0
4,1997,April,232.0
5,1997,April,223.0
6,1997,April,234.0
7,1997,April,233.0
8,1997,April,234.0
9,1997,April,236.0
10,1997,April,236.0
11,1997,April,227.0
12,1997,April,219.0
13,1997,April,206.0
14,1997,April,198.0
15,1997,April,195.0
16,1997,April,189.0
17,1997,April,181.0
18,1997,April,176.0
19,1997,April,170.0
20,1997,April,165.0
21,1997,April,161.0
22,1997,April,159.0
23,1997,April,155.0
24,1997,April,154.0
25,1997,April,152.0
26,1997,April,153.0
27,1997,April,151.0
28,1997,April,163.0
29,1997,April,170.0
30,1997,April,184.0
31,1997,April,
1,1998,April,186.0
2,1998,April,186.0
3,1998,April,187.0
4,1998,April,191.0
5,1998,April,203.0
6,1998,April,251.0
7,1998,April,281.0
8,1998,April,275.0
9,1998,April,316.0
10,1998,April,369.0
11,1998,April,383.0
12,1998,April,384.0
13,1998,April,374.0
14,1998,April,346.0
15,1998,April,336.0
16,1998,April,352.0
17,1998,April,356.0
18,1998,April,363.0
19,1998,April,367.0
20,1998,April,349.0
21,1998,April,350.0
22,1998,April,353.0
23,1998,April,345.0
24,1998,April,321.0
25,1998,April,313.0
26,1998,April,302.0
27,1998,April,295.0
28,1998,April,294.0
29,1998,April,340.0
30,1998,April,386.0
31,1998,April,
1,1999,April,450.0
2,1999,April,410.0
3,1999,April,390.0
4,1999,April,375.0
5,1999,April,361.0
6,1999,April,364.0
7,1999,April,357.0
8,1999,April,363.0
9,1999,April,366.0
10,1999,April,394.0
11,1999,April,421.0
12,1999,April,425.0
13,1999,April,421.0
14,1999,April,415.0
15,1999,April,428.0
16,1999,April,489.0
17,1999,April,522.0
18,1999,April,510.0
19,1999,April,480.0
20,1999,April,461.0
21,1999,April,450.0
22,1999,April,449.0
23,1999,April,452.0
24,1999,April,442.0
25,1999,April,438.0
26,1999,April,426.0
27,1999,April,410.0
28,1999,April,399.0
29,1999,April,385.0
30,1999,April,376.0
31,1999,April,
1,2000,April,401.0
2,2000,April,478.0
3,2000,April,483.0
4,2000,April,458.0
5,2000,April,429.0
6,2000,April,393.0
7,2000,April,379.0
8,2000,April,375.0
9,2000,April,367.0
10,2000,April,352.0
11,2000,April,334.0
12,2000,April,314.0
13,2000,April,300.0
14,2000,April,301.0
15,2000,April,314.0
16,2000,April,326.0
17,2000,April,330.0
18,2000,April,325.0
19,2000,April,317.0
20,2000,April,314.0
21,2000,April,301.0
22,2000,April,295.0
23,2000,April,284.0
24,2000,April,279.0
25,2000,April,272.0
26,2000,April,276.0
27,2000,April,279.0
28,2000,April,288.0
29,2000,April,284.0
30,2000,April,283.0
31,2000,April,
1,2001,April,685.0
2,2001,April,634.0
3,2001,April,597.0
4,2001,April,562.0
5,2001,April,526.0
6,2001,April,499.0
7,2001,April,485.0
8,2001,April,478.0
9,2001,April,478.0
10,2001,April,481.0
11,2001,April,481.0
12,2001,April,507.0
13,2001,April,531.0
14,2001,April,545.0
15,2001,April,541.0
16,2001,April,532.0
17,2001,April,547.0
18,2001,April,575.0
19,2001,April,586.0
20,2001,April,583.0
21,2001,April,569.0
22,2001,April,545.0
23,2001,April,519.0
24,2001,April,503.0
25,2001,April,490.0
26,2001,April,490.0
27,2001,April,517.0
28,2001,April,518.0
29,2001,April,531.0
30,2001,April,545.0
31,2001,April,
1,2002,April,415.0
2,2002,April,391.0
3,2002,April,372.0
4,2002,April,353.0
5,2002,April,337.0
6,2002,April,327.0
7,2002,April,310.0
8,2002,April,297.0
9,2002,April,286.0
10,2002,April,273.0
11,2002,April,265.0
12,2002,April,259.0
13,2002,April,254.0
14,2002,April,247.0
15,2002,April,243.0
16,2002,April,259.0
17,2002,April,268.0
18,2002,April,280.0
19,2002,April,290.0
20,2002,April,281.0
21,2002,April,276.0
22,2002,April,276.0
23,2002,April,258.0
24,2002,April,243.0
25,2002,April,236.0
26,2002,April,224.0
27,2002,April,227.0
28,2002,April,238.0
29,2002,April,261.0
30,2002,April,279.0
31,2002,April,
1,2003,April,207.0
2,2003,April,210.0
3,2003,April,217.0
4,2003,April,234.0
5,2003,April,250.0
6,2003,April,252.0
7,2003,April,244.0
8,2003,April,233.0
9,2003,April,221.0
10,2003,April,213.0
11,2003,April,207.0
12,2003,April,201.0
13,2003,April,197.0
14,2003,April,200.0
15,2003,April,198.0
16,2003,April,195.0
17,2003,April,184.0
18,2003,April,182.0
19,2003,April,173.0
20,2003,April,173.0
21,2003,April,170.0
22,2003,April,168.0
23,2003,April,170.0
24,2003,April,171.0
25,2003,April,173.0
26,2003,April,174.0
27,2003,April,182.0
28,2003,April,175.0
29,2003,April,175.0
30,2003,April,175.0
31,2003,April,
1,2004,April,225.0
2,2004,April,212.0
3,2004,April,210.0
4,2004,April,207.0
5,2004,April,210.0
6,2004,April,209.0
7,2004,April,212.0
8,2004,April,224.0
9,2004,April,254.0
10,2004,April,284.0
11,2004,April,288.0
12,2004,April,272.0
13,2004,April,261.0
14,2004,April,243.0
15,2004,April,237.0
16,2004,April,223.0
17,2004,April,214.0
18,2004,April,208.0
19,2004,April,196.0
20,2004,April,190.0
21,2004,April,191.0
22,2004,April,187.0
23,2004,April,188.0
24,2004,April,193.0
25,2004,April,192.0
26,2004,April,186.0
27,2004,April,183.0
28,2004,April,188.0
29,2004,April,189.0
30,2004,April,190.0
31,2004,April,
1,2005,April,361.0
2,2005,April,370.0
3,2005,April,370.0
4,2005,April,342.0
5,2005,April,317.0
6,2005,April,297.0
7,2005,April,279.0
8,2005,April,274.0
9,2005,April,289.0
10,2005,April,296.0
11,2005,April,349.0
12,2005,April,355.0
13,2005,April,346.0
14,2005,April,328.0
15,2005,April,309.0
16,2005,April,296.0
17,2005,April,282.0
18,2005,April,275.0
19,2005,April,275.0
20,2005,April,311.0
21,2005,April,395.0
22,2005,April,445.0
23,2005,April,473.0
24,2005,April,468.0
25,2005,April,439.0
26,2005,April,413.0
27,2005,April,406.0
28,2005,April,432.0
29,2005,April,426.0
30,2005,April,410.0
31,2005,April,
1,2006,April,605.0
2,2006,April,657.0
3,2006,April,658.0
4,2006,April,648.0
5,2006,April,625.0
6,2006,April,599.0
7,2006,April,557.0
8,2006,April,521.0
9,2006,April,497.0
10,2006,April,479.0
11,2006,April,456.0
12,2006,April,441.0
13,2006,April,478.0
14,2006,April,528.0
15,2006,April,530.0
16,2006,April,512.0
17,2006,April,500.0
18,2006,April,502.0
19,2006,April,501.0
20,2006,April,495.0
21,2006,April,480.0
22,2006,April,460.0
23,2006,April,439.0
24,2006,April,419.0
25,2006,April,401.0
26,2006,April,392.0
27,2006,April,377.0
28,2006,April,373.0
29,2006,April,370.0
30,2006,April,378.0
31,2006,April,
1,2007,April,359.0
2,2007,April,378.0
3,2007,April,371.0
4,2007,April,347.0
5,2007,April,323.0
6,2007,April,305.0
7,2007,April,294.0
8,2007,April,285.0
9,2007,April,274.0
10,2007,April,263.0
11,2007,April,250.0
12,2007,April,244.0
13,2007,April,233.0
14,2007,April,222.0
15,2007,April,218.0
16,2007,April,212.0
17,2007,April,205.0
18,2007,April,200.0
19,2007,April,200.0
20,2007,April,193.0
21,2007,April,194.0
22,2007,April,193.0
23,2007,April,192.0
24,2007,April,188.0
25,2007,April,178.0
26,2007,April,175.0
27,2007,April,171.0
28,2007,April,167.0
29,2007,April,161.0
30,2007,April,159.0
31,2007,April,
1,2008,April,417.0
2,2008,April,399.0
3,2008,April,384.0
4,2008,April,367.0
5,2008,April,357.0
6,2008,April,357.0
7,2008,April,365.0
8,2008,April,375.0
9,2008,April,395.0
10,2008,April,394.0
11,2008,April,386.0
12,2008,April,406.0
13,2008,April,436.0
14,2008,April,501.0
15,2008,April,537.0
16,2008,April,539.0
17,2008,April,522.0
18,2008,April,499.0
19,2008,April,479.0
20,2008,April,456.0
21,2008,April,434.0
22,2008,April,421.0
23,2008,April,398.0
24,2008,April,390.0
25,2008,April,442.0
26,2008,April,502.0
27,2008,April,517.0
28,2008,April,482.0
29,2008,April,458.0
30,2008,April,424.0
31,2008,April,
1,2009,April,475.0
2,2009,April,443.0
3,2009,April,404.0
4,2009,April,375.0
5,2009,April,357.0
6,2009,April,351.0
7,2009,April,352.0
8,2009,April,352.0
9,2009,April,350.0
10,2009,April,346.0
11,2009,April,341.0
12,2009,April,335.0
13,2009,April,331.0
14,2009,April,330.0
15,2009,April,325.0
16,2009,April,314.0
17,2009,April,308.0
18,2009,April,340.0
19,2009,April,357.0
20,2009,April,361.0
21,2009,April,369.0
22,2009,April,354.0
23,2009,April,326.0
24,2009,April,303.0
25,2009,April,383.0
26,2009,April,270.0
27,2009,April,261.0
28,2009,April,252.0
29,2009,April,249.0
30,2009,April,252.0
31,2009,April,
1,2010,April,375.0
2,2010,April,366.0
3,2010,April,353.0
4,2010,April,338.0
5,2010,April,328.0
6,2010,April,317.0
7,2010,April,321.0
8,2010,April,301.0
9,2010,April,284.0
10,2010,April,273.0
11,2010,April,261.0
12,2010,April,249.0
13,2010,April,239.0
14,2010,April,232.0
15,2010,April,231.0
16,2010,April,229.0
17,2010,April,223.0
18,2010,April,216.0
19,2010,April,204.0
20,2010,April,193.0
21,2010,April,182.0
22,2010,April,177.0
23,2010,April,170.0
24,2010,April,166.0
25,2010,April,161.0
26,2010,April,156.0
27,2010,April,157.0
28,2010,April,155.0
29,2010,April,152.0
30,2010,April,155.0
31,2010,April,
1,2011,April,157.0
2,2011,April,154.0
3,2011,April,153.0
4,2011,April,158.0
5,2011,April,157.0
6,2011,April,156.0
7,2011,April,162.0
8,2011,April,175.0
9,2011,April,174.0
10,2011,April,165.0
11,2011,April,154.0
12,2011,April,149.0
13,2011,April,147.0
14,2011,April,143.0
15,2011,April,144.0
16,2011,April,143.0
17,2011,April,139.0
18,2011,April,135.0
19,2011,April,130.0
20,2011,April,132.0
21,2011,April,128.0
22,2011,April,125.0
23,2011,April,117.0
24,2011,April,117.0
25,2011,April,115.0
26,2011,April,107.0
27,2011,April,109.0
28,2011,April,110.0
29,2011,April,107.0
30,2011,April,115.0
31,2011,April,
1,2012,April,177.0
2,2012,April,180.0
3,2012,April,176.0
4,2012,April,177.0
5,2012,April,175.0
6,2012,April,174.0
7,2012,April,179.0
8,2012,April,192.0
9,2012,April,203.0
10,2012,April,205.0
11,2012,April,199.0
12,2012,April,204.0
13,2012,April,210.0
14,2012,April,207.0
15,2012,April,214.0
16,2012,April,213.0
17,2012,April,208.0
18,2012,April,208.0
19,2012,April,218.0
20,2012,April,246.0
21,2012,April,245.0
22,2012,April,232.0
23,2012,April,223.0
24,2012,April,220.0
25,2012,April,228.0
26,2012,April,232.0
27,2012,April,241.0
28,2012,April,265.0
29,2012,April,273.0
30,2012,April,260.0
31,2012,April,
1,2013,April,251.0
2,2013,April,258.0
3,2013,April,267.0
4,2013,April,268.0
5,2013,April,262.0
6,2013,April,253.0
7,2013,April,247.0
8,2013,April,238.0
9,2013,April,231.0
10,2013,April,222.0
11,2013,April,220.0
12,2013,April,231.0
13,2013,April,268.0
14,2013,April,373.0
15,2013,April,461.0
16,2013,April,452.0
17,2013,April,413.0
18,2013,April,375.0
19,2013,April,355.0
20,2013,April,342.0
21,2013,April,329.0
22,2013,April,330.0
23,2013,April,350.0
24,2013,April,379.0
25,2013,April,380.0
26,2013,April,368.0
27,2013,April,351.0
28,2013,April,349.0
29,2013,April,363.0
30,2013,April,396.0
31,2013,April,
1,2014,April,172.0
2,2014,April,167.0
3,2014,April,161.0
4,2014,April,163.0
5,2014,April,153.0
6,2014,April,152.0
7,2014,April,152.0
8,2014,April,149.0
9,2014,April,147.0
10,2014,April,143.0
11,2014,April,143.0
12,2014,April,147.0
13,2014,April,149.0
14,2014,April,146.0
15,2014,April,143.0
16,2014,April,139.0
17,2014,April,138.0
18,2014,April,138.0
19,2014,April,135.0
20,2014,April,130.0
21,2014,April,128.0
22,2014,April,123.0
23,2014,April,132.0
24,2014,April,131.0
25,2014,April,127.0
26,2014,April,125.0
27,2014,April,124.0
28,2014,April,132.0
29,2014,April,146.0
30,2014,April,164.0
31,2014,April,
1,2015,April,282.0
2,2015,April,371.0
3,2015,April,459.0
4,2015,April,484.0
5,2015,April,490.0
6,2015,April,483.0
7,2015,April,470.0
8,2015,April,449.0
9,2015,April,425.0
10,2015,April,392.0
11,2015,April,359.0
12,2015,April,331.0
13,2015,April,313.0
14,2015,April,297.0
15,2015,April,283.0
16,2015,April,273.0
17,2015,April,265.0
18,2015,April,259.0
19,2015,April,252.0
20,2015,April,251.0
21,2015,April,263.0
22,2015,April,267.0
23,2015,April,255.0
24,2015,April,244.0
25,2015,April,234.0
26,2015,April,232.0
27,2015,April,230.0
28,2015,April,231.0
29,2015,April,249.0
30,2015,April,246.0
31,2015,April,
1,2016,April,254.0
2,2016,April,305.0
3,2016,April,376.0
4,2016,April,368.0
5,2016,April,333.0
6,2016,April,321.0
7,2016,April,331.0
8,2016,April,341.0
9,2016,April,338.0
10,2016,April,314.0
11,2016,April,305.0
12,2016,April,289.0
13,2016,April,278.0
14,2016,April,263.0
15,2016,April,273.0
16,2016,April,281.0
17,2016,April,281.0
18,2016,April,296.0
19,2016,April,372.0
20,2016,April,457.0
21,2016,April,472.0
22,2016,April,444.0
23,2016,April,414.0
24,2016,April,387.0
25,2016,April,360.0
26,2016,April,345.0
27,2016,April,352.0
28,2016,April,371.0
29,2016,April,372.0
30,2016,April,367.0
31,2016,April,
1,2017,April,223.0
2,2017,April,219.0
3,2017,April,212.0
4,2017,April,202.0
5,2017,April,197.0
6,2017,April,184.0
7,2017,April,184.0
8,2017,April,178.0
9,2017,April,173.0
10,2017,April,167.0
11,2017,April,160.0
12,2017,April,155.0
13,2017,April,146.0
14,2017,April,139.0
15,2017,April,135.0
16,2017,April,132.0
17,2017,April,132.0
18,2017,April,133.0
19,2017,April,138.0
20,2017,April,147.0
21,2017,April,155.0
22,2017,April,155.0
23,2017,April,146.0
24,2017,April,141.0
25,2017,April,137.0
26,2017,April,136.0
27,2017,April,133.0
28,2017,April,133.0
29,2017,April,146.0
30,2017,April,190.0
31,2017,April,
1,2019,April,225.0
2,2019,April,212.0
3,2019,April,205.0
4,2019,April,198.0
5,2019,April,200.0
6,2019,April,213.0
7,2019,April,218.0
8,2019,April,223.0
9,2019,April,223.0
10,2019,April,214.0
11,2019,April,218.0
12,2019,April,223.0
13,2019,April,217.0
14,2019,April,205.0
15,2019,April,201.0
16,2019,April,196.0
17,2019,April,189.0
18,2019,April,183.0
19,2019,April,182.0
20,2019,April,174.0
21,2019,April,169.0
22,2019,April,161.0
23,2019,April,158.0
24,2019,April,154.0
25,2019,April,155.0
26,2019,April,157.0
27,2019,April,160.0
28,2019,April,168.0
29,2019,April,176.0
30,2019,April,191.0
31,2019,April,
1,2020,April,239.0
2,2020,April,229.0
3,2020,April,225.0
4,2020,April,218.0
5,2020,April,211.0
6,2020,April,205.0
7,2020,April,196.0
8,2020,April,191.0
9,2020,April,185.0
10,2020,April,176.0
11,2020,April,172.0
12,2020,April,169.0
13,2020,April,164.0
14,2020,April,158.0
15,2020,April,153.0
16,2020,April,154.0
17,2020,April,151.0
18,2020,April,148.0
19,2020,April,145.0
20,2020,April,144.0
21,2020,April,142.0
22,2020,April,141.0
23,2020,April,138.0
24,2020,April,139.0
25,2020,April,138.0
26,2020,April,136.0
27,2020,April,134.0
28,2020,April,133.0
29,2020,April,134.0
30,2020,April,138.0
31,2020,April,
1,2021,April,215.0
2,2021,April,212.0
3,2021,April,207.0
4,2021,April,206.0
5,2021,April,210.0
6,2021,April,206.0
7,2021,April,204.0
8,2021,April,201.0
9,2021,April,197.0
10,2021,April,193.0
11,2021,April,196.0
12,2021,April,205.0
13,2021,April,228.0
14,2021,April,238.0
15,2021,April,230.0
16,2021,April,223.0
17,2021,April,212.0
18,2021,April,202.0
19,2021,April,192.0
20,2021,April,190.0
21,2021,April,183.0
22,2021,April,171.0
23,2021,April,163.0
24,2021,April,155.0
25,2021,April,145.0
26,2021,April,139.0
27,2021,April,133.0
28,2021,April,130.0
29,2021,April,127.0
30,2021,April,121.0
31,2021,April,
1,2018,April,318.0
2,2018,April,337.0
3,2018,April,339.0
4,2018,April,343.0
5,2018,April,335.0
6,2018,April,335.0
7,2018,April,349.0
8,2018,April,343.0
9,2018,April,327.0
10,2018,April,305.0
11,2018,April,301.0
12,2018,April,299.0
13,2018,April,306.0
14,2018,April,299.0
15,2018,April,309.0
16,2018,April,333.0
17,2018,April,312.0
18,2018,April,292.0
19,2018,April,277.0
20,2018,April,266.0
21,2018,April,259.0
22,2018,April,249.0
23,2018,April,251.0
24,2018,April,248.0
25,2018,April,245.0
26,2018,April,254.0
27,2018,April,257.0
28,2018,April,258.0
29,2018,April,258.0
30,2018,April,256.0
31,2018,April,
1,2022,April,133.0
2,2022,April,138.0
3,2022,April,141.0
4,2022,April,165.0
5,2022,April,179.0
6,2022,April,188.0
7,2022,April,194.0
8,2022,April,203.0
9,2022,April,222.0
10,2022,April,285.0
11,2022,April,484.0
12,2022,April,541.0
13,2022,April,472.0
14,2022,April,405.0
15,2022,April,360.0
16,2022,April,325.0
17,2022,April,295.0
18,2022,April,273.0
19,2022,April,254.0
20,2022,April,238.0
21,2022,April,221.0
22,2022,April,208.0
23,2022,April,200.0
24,2022,April,196.0
25,2022,April,195.0
26,2022,April,198.0
27,2022,April,210.0
28,2022,April,223.0
29,2022,April,251.0
30,2022,April,256.0
31,2022,April,
1,1996,Mai,149.0
2,1996,Mai,144.0
3,1996,Mai,159.0
4,1996,Mai,174.0
5,1996,Mai,183.0
6,1996,Mai,190.0
7,1996,Mai,183.0
8,1996,Mai,182.0
9,1996,Mai,179.0
10,1996,Mai,173.0
11,1996,Mai,180.0
12,1996,Mai,175.0
13,1996,Mai,173.0
14,1996,Mai,166.0
15,1996,Mai,165.0
16,1996,Mai,173.0
17,1996,Mai,212.0
18,1996,Mai,226.0
19,1996,Mai,217.0
20,1996,Mai,225.0
21,1996,Mai,244.0
22,1996,Mai,271.0
23,1996,Mai,287.0
24,1996,Mai,305.0
25,1996,Mai,296.0
26,1996,Mai,284.0
27,1996,Mai,272.0
28,1996,Mai,284.0
29,1996,Mai,317.0
30,1996,Mai,352.0
31,1996,Mai,381.0
1,1997,Mai,202.0
2,1997,Mai,214.0
3,1997,Mai,242.0
4,1997,Mai,267.0
5,1997,Mai,251.0
6,1997,Mai,251.0
7,1997,Mai,250.0
8,1997,Mai,252.0
9,1997,Mai,261.0
10,1997,Mai,274.0
11,1997,Mai,272.0
12,1997,Mai,276.0
13,1997,Mai,283.0
14,1997,Mai,276.0
15,1997,Mai,261.0
16,1997,Mai,252.0
17,1997,Mai,241.0
18,1997,Mai,239.0
19,1997,Mai,239.0
20,1997,Mai,245.0
21,1997,Mai,241.0
22,1997,Mai,251.0
23,1997,Mai,267.0
24,1997,Mai,269.0
25,1997,Mai,260.0
26,1997,Mai,251.0
27,1997,Mai,245.0
28,1997,Mai,232.0
29,1997,Mai,222.0
30,1997,Mai,219.0
31,1997,Mai,209.0
1,1998,Mai,367.0
2,1998,Mai,335.0
3,1998,Mai,326.0
4,1998,Mai,333.0
5,1998,Mai,341.0
6,1998,Mai,328.0
7,1998,Mai,312.0
8,1998,Mai,292.0
9,1998,Mai,276.0
10,1998,Mai,267.0
11,1998,Mai,251.0
12,1998,Mai,240.0
13,1998,Mai,231.0
14,1998,Mai,223.0
15,1998,Mai,214.0
16,1998,Mai,208.0
17,1998,Mai,205.0
18,1998,Mai,205.0
19,1998,Mai,202.0
20,1998,Mai,201.0
21,1998,Mai,195.0
22,1998,Mai,198.0
23,1998,Mai,196.0
24,1998,Mai,189.0
25,1998,Mai,185.0
26,1998,Mai,182.0
27,1998,Mai,181.0
28,1998,Mai,179.0
29,1998,Mai,184.0
30,1998,Mai,187.0
31,1998,Mai,200.0
1,1999,Mai,369.0
2,1999,Mai,362.0
3,1999,Mai,364.0
4,1999,Mai,378.0
5,1999,Mai,369.0
6,1999,Mai,361.0
7,1999,Mai,359.0
8,1999,Mai,365.0
9,1999,Mai,370.0
10,1999,Mai,382.0
11,1999,Mai,395.0
12,1999,Mai,405.0
13,1999,Mai,402.0
14,1999,Mai,405.0
15,1999,Mai,443.0
16,1999,Mai,511.0
17,1999,Mai,560.0
18,1999,Mai,586.0
19,1999,Mai,586.0
20,1999,Mai,576.0
21,1999,Mai,554.0
22,1999,Mai,533.0
23,1999,Mai,520.0
24,1999,Mai,534.0
25,1999,Mai,543.0
26,1999,Mai,555.0
27,1999,Mai,560.0
28,1999,Mai,549.0
29,1999,Mai,533.0
30,1999,Mai,522.0
31,1999,Mai,519.0
1,2000,Mai,285.0
2,2000,Mai,289.0
3,2000,Mai,291.0
4,2000,Mai,299.0
5,2000,Mai,303.0
6,2000,Mai,321.0
7,2000,Mai,308.0
8,2000,Mai,308.0
9,2000,Mai,310.0
10,2000,Mai,307.0
11,2000,Mai,311.0
12,2000,Mai,307.0
13,2000,Mai,314.0
14,2000,Mai,337.0
15,2000,Mai,337.0
16,2000,Mai,330.0
17,2000,Mai,321.0
18,2000,Mai,315.0
19,2000,Mai,311.0
20,2000,Mai,314.0
21,2000,Mai,320.0
22,2000,Mai,323.0
23,2000,Mai,322.0
24,2000,Mai,318.0
25,2000,Mai,314.0
26,2000,Mai,305.0
27,2000,Mai,298.0
28,2000,Mai,282.0
29,2000,Mai,277.0
30,2000,Mai,277.0
31,2000,Mai,273.0
1,2001,Mai,546.0
2,2001,Mai,551.0
3,2001,Mai,524.0
4,2001,Mai,486.0
5,2001,Mai,470.0
6,2001,Mai,447.0
7,2001,Mai,431.0
8,2001,Mai,447.0
9,2001,Mai,447.0
10,2001,Mai,434.0
11,2001,Mai,421.0
12,2001,Mai,403.0
13,2001,Mai,388.0
14,2001,Mai,375.0
15,2001,Mai,369.0
16,2001,Mai,357.0
17,2001,Mai,360.0
18,2001,Mai,368.0
19,2001,Mai,390.0
20,2001,Mai,431.0
21,2001,Mai,436.0
